supercontig,mic_beg,mic_end,IES_ID,IES_size
supercont2.5,182662,184786,IES-05744-r17,2125
supercont2.5,190035,192955,IES-05745-r4,2921
supercont2.5,195854,197608,IES-05746-r19,1755
supercont2.5,201351,202798,IES-05747-r17,1448
supercont2.5,211088,211713,IES-05748-r8,626
supercont2.5,213832,215902,IES-05749-r11,2071
supercont2.5,233453,235701,IES-05750-r19,2249
supercont2.5,274396,275469,IES-05751-r19,1074
supercont2.5,284628,285163,IES-05752-r15,536
supercont2.5,286749,287567,IES-05753-r25,819
supercont2.5,289402,293435,IES-05754-r13,4034
supercont2.5,346629,350744,IES-05755-r18,4116
supercont2.5,363619,365562,IES-05756-r14,1944
supercont2.5,367530,369432,IES-05757-r15,1903
supercont2.5,370571,372016,IES-05758-r16,1446
supercont2.5,373235,374598,IES-05759-r11,1364
supercont2.5,410075,412227,IES-05760-r11,2153
supercont2.5,426753,436220,IES-05761-r17,9468
supercont2.5,444361,445719,IES-05762-r13,1359
supercont2.5,463028,466989,IES-05763-r10,3962
supercont2.5,481213,483734,IES-05764-r21,2522
supercont2.5,564573,565862,IES-05765-r12,1290
supercont2.5,594013,594597,IES-05766-r12,585
supercont2.5,618561,619658,IES-05767-r19,1098
supercont2.5,621789,624390,IES-05768-r8,2602
supercont2.5,715061,717246,IES-05769-r8,2186
supercont2.5,748377,750794,IES-05770-r12,2418
supercont2.5,797287,800390,IES-05771-r18,3104
supercont2.5,803636,805252,IES-05772-r13,1617
supercont2.5,810821,815568,IES-05773-r13,4748
supercont2.5,885555,887832,IES-05774-r10,2278
supercont2.5,892330,894627,IES-05775-r14,2298
supercont2.5,964772,966229,IES-05776-r9,1458
supercont2.5,1056594,1061509,IES-05777-r16,4916
supercont2.5,1068869,1070916,IES-05778-r8,2048
supercont2.5,1153399,1154331,IES-05779-r14,933
supercont2.5,1192044,1192805,IES-05780-r10,762
supercont2.5,1202884,1205362,IES-05781-r12,2479
supercont2.5,1213681,1219027,IES-05782-r13,5347
supercont2.5,1285556,1287817,IES-05783-r11,2262
supercont2.5,1302363,1303744,IES-05784-r11,1382
supercont2.5,1307314,1309562,IES-05785-r15,2249
supercont2.5,1327249,1327588,IES-05786-r13,340
supercont2.5,1333918,1335438,IES-05787-r24,1521
supercont2.5,1352429,1352927,IES-05788-r16,499
supercont2.5,1469769,1476983,IES-05789-r17,7215
supercont2.5,1529322,1533057,IES-05790-r12,3736
supercont2.5,1556052,1556605,IES-05791-r17,554
supercont2.5,1654066,1656697,IES-05792-r12,2632
supercont2.5,1675277,1677941,IES-05793-r6,2665
supercont2.5,1727557,1728099,IES-05794-r12,543
supercont2.5,1738058,1742589,IES-05795-r10,4532
supercont2.5,1760921,1776364,IES-05796-r11,15444
supercont2.5,1783746,1786679,IES-05797-r15,2934
supercont2.5,1879407,1883211,IES-05798-r6,3805
supercont2.5,2055707,2056796,IES-05799-r16,1090
supercont2.5,2281478,2282239,IES-05800-r18,762
supercont2.5,2348832,2351227,IES-05801-r14,2396
supercont2.5,2357576,2361235,IES-05802-r15,3660
supercont2.5,2416836,2418663,IES-05803-r11,1828
supercont2.5,2461825,2463524,IES-05804-r15,1700
supercont2.5,2471182,2476864,IES-05805-r15,5683
supercont2.50,2709,24769,IES-05806-r17,22061
supercont2.50,26567,26836,IES-05807-r17,270
supercont2.50,37529,40293,IES-05808-r15,2765
supercont2.50,44407,48329,IES-05809-r12,3923
supercont2.50,52350,55214,IES-05810-r18,2865
supercont2.50,56853,58342,IES-05811-r17,1490
supercont2.50,71369,73656,IES-05812-r14,2288
supercont2.50,77415,82669,IES-05813-r23,5255
supercont2.50,95506,97183,IES-05814-r17,1678
supercont2.50,101030,103656,IES-05815-r13,2627
supercont2.50,107512,114745,IES-05816-r23,7234
supercont2.50,119148,130157,IES-05817-r17,11010
supercont2.50,141072,142477,IES-05818-r13,1406
supercont2.50,146376,149740,IES-05819-r14,3365
supercont2.50,153875,155300,IES-05820-r17,1426
supercont2.50,159049,172096,IES-05821-r17,13048
supercont2.50,189625,193285,IES-05822-r16,3661
supercont2.50,197126,200364,IES-05823-r23,3239
supercont2.50,213530,215798,IES-05824-r10,2269
supercont2.50,216643,218240,IES-05825-r13,1598
supercont2.50,221538,222418,IES-05826-r16,881
supercont2.50,233112,238903,IES-05827-r3,5792
supercont2.50,241192,246234,IES-05828-r8,5043
supercont2.50,313500,315614,IES-05829-r8,2115
supercont2.50,328059,329784,IES-05830-r13,1726
supercont2.50,335556,338955,IES-05831-r14,3400
supercont2.50,377930,387752,IES-05832-r12,9823
supercont2.50,402238,407358,IES-05833-r14,5121
supercont2.50,414211,424481,IES-05834-r17,10271
supercont2.50,437220,441321,IES-05835-r14,4102
supercont2.50,444204,448181,IES-05836-r18,3978
supercont2.50,459020,462031,IES-05837-r8,3012
supercont2.50,465647,466789,IES-05838-r14,1143
supercont2.50,486943,492829,IES-05839-r19,5887
supercont2.50,540079,541316,IES-05840-r15,1238
supercont2.50,556256,556726,IES-05841-r11,471
supercont2.50,576297,577838,IES-05842-r12,1542
supercont2.50,605705,607342,IES-05843-r10,1638
supercont2.50,618373,622492,IES-05844-r13,4120
supercont2.50,628985,634962,IES-05845-r23,5978
supercont2.500,5459,7950,IES-05846-r16,2492
supercont2.500,10797,15344,IES-05847-r14,4548
supercont2.500,17176,20817,IES-05848-r13,3642
supercont2.500,22612,27188,IES-05849-r9,4577
supercont2.500,29242,34002,IES-05850-r13,4761
supercont2.500,36748,38905,IES-05851-r10,2158
supercont2.501,12716,29473,IES-05854-r8,16758
supercont2.501,33230,42677,IES-05855-r9,9448
supercont2.503,4425,11880,IES-05856-r10,7456
supercont2.503,13082,15744,IES-05857-r9,2663
supercont2.503,17703,21864,IES-05858-r7,4162
supercont2.503,26133,34889,IES-05859-r10,8757
supercont2.503,36406,40309,IES-05860-r14,3904
supercont2.503,41390,44938,IES-05861-r14,3549
supercont2.503,46312,49596,IES-05862-r7,3285
supercont2.504,11003,15840,IES-05863-r15,4838
supercont2.504,17116,21598,IES-05864-r14,4483
supercont2.504,32476,38881,IES-05865-r10,6406
supercont2.504,40150,43432,IES-05866-r6,3283
supercont2.504,46863,48577,IES-05867-r6,1715
supercont2.504,51042,51939,IES-05868-r9,898
supercont2.505,4768,20946,IES-05869-r9,16179
supercont2.505,25990,32936,IES-05871-r8,6947
supercont2.506,1587,8178,IES-05872-r5,6592
supercont2.506,15285,20813,IES-05873-r14,5529
supercont2.506,27295,33067,IES-05874-r7,5773
supercont2.506,39028,41586,IES-05875-r10,2559
supercont2.507,12354,13956,IES-05876-r13,1603
supercont2.507,16464,20338,IES-05877-r11,3875
supercont2.507,30290,32474,IES-05878-r7,2185
supercont2.507,33884,43370,IES-05879-r4,9487
supercont2.509,754,14902,IES-05881-r15,14149
supercont2.509,16724,26437,IES-05882-r8,9714
supercont2.509,28069,30319,IES-05883-r13,2251
supercont2.509,31752,34275,IES-05884-r10,2524
supercont2.509,36710,42849,IES-05885-r10,6140
supercont2.51,5873,8430,IES-05886-r9,2558
supercont2.51,61575,62056,IES-05887-r22,482
supercont2.51,84966,86926,IES-05888-r9,1961
supercont2.51,104442,106862,IES-05889-r6,2421
supercont2.51,159905,160798,IES-05890-r16,894
supercont2.51,163324,164344,IES-05891-r13,1021
supercont2.51,174825,176438,IES-05892-r22,1614
supercont2.51,181271,183450,IES-05893-r8,2180
supercont2.51,193462,195241,IES-05894-r20,1780
supercont2.51,202116,204840,IES-05895-r11,2725
supercont2.51,220292,221418,IES-05896-r16,1127
supercont2.51,263213,264368,IES-05897-r10,1156
supercont2.51,269370,270991,IES-05898-r16,1622
supercont2.51,293352,294865,IES-05899-r11,1514
supercont2.51,334905,338141,IES-05900-r16,3237
supercont2.51,347770,350117,IES-05901-r13,2348
supercont2.51,379760,381361,IES-05902-r17,1602
supercont2.51,404017,406210,IES-05903-r18,2194
supercont2.51,413960,417357,IES-05904-r12,3398
supercont2.51,419994,429429,IES-05905-r22,9436
supercont2.51,439249,442645,IES-05906-r19,3397
supercont2.51,490324,494344,IES-05907-r16,4021
supercont2.51,507174,509716,IES-05908-r10,2543
supercont2.51,580569,582833,IES-05909-r7,2265
supercont2.51,586100,589034,IES-05910-r14,2935
supercont2.51,600535,601053,IES-05911-r10,519
supercont2.51,602512,605148,IES-05912-r10,2637
supercont2.51,611594,612641,IES-05913-r11,1048
supercont2.510,9527,14483,IES-05914-r15,4957
supercont2.510,16078,17894,IES-05915-r9,1817
supercont2.510,23204,26408,IES-05916-r7,3205
supercont2.510,28208,30424,IES-05917-r6,2217
supercont2.510,31751,38718,IES-05918-r5,6968
supercont2.510,41009,45036,IES-05919-r6,4028
supercont2.511,34878,36716,IES-05920-r4,1839
supercont2.511,39525,47593,IES-05921-r10,8069
supercont2.512,29040,33120,IES-05922-r12,4081
supercont2.512,37421,39493,IES-05923-r10,2073
supercont2.512,45651,47754,IES-05924-r16,2104
supercont2.513,1189,4149,IES-05925-r10,2961
supercont2.513,6922,15233,IES-05926-r7,8312
supercont2.513,17140,26217,IES-05927-r16,9078
supercont2.514,20435,26552,IES-05928-r7,6118
supercont2.514,29548,37173,IES-05929-r9,7626
supercont2.514,39515,44861,IES-05930-r8,5347
supercont2.514,47151,48090,IES-05931-r6,940
supercont2.515,12409,14433,IES-05932-r7,2025
supercont2.515,15374,18193,IES-05933-r11,2820
supercont2.515,28970,32003,IES-05934-r8,3034
supercont2.515,36663,40881,IES-05935-r5,4219
supercont2.515,43024,49480,IES-05936-r8,6457
supercont2.516,5512,6783,IES-05937-r14,1272
supercont2.516,9060,11827,IES-05938-r18,2768
supercont2.516,23988,27566,IES-05939-r9,3579
supercont2.516,28922,35642,IES-05940-r11,6721
supercont2.516,40241,47872,IES-05941-r8,7632
supercont2.517,21892,25062,IES-05942-r7,3171
supercont2.519,32264,36648,IES-05944-r8,4385
supercont2.519,39988,47667,IES-05945-r8,7680
supercont2.52,95609,96668,IES-05946-r19,1060
supercont2.52,160257,161839,IES-05947-r8,1583
supercont2.52,172444,177171,IES-05948-r25,4728
supercont2.52,188398,189599,IES-05949-r10,1202
supercont2.52,196556,198643,IES-05950-r18,2088
supercont2.52,207281,215303,IES-05951-r5,8023
supercont2.52,229431,231598,IES-05952-r8,2168
supercont2.52,240724,241568,IES-05953-r12,845
supercont2.52,264548,265841,IES-05954-r14,1294
supercont2.52,272544,274775,IES-05955-r12,2232
supercont2.52,279538,281902,IES-05956-r10,2365
supercont2.52,305364,306327,IES-05957-r13,964
supercont2.52,309699,318389,IES-05958-r7,8691
supercont2.52,324443,330432,IES-05959-r19,5990
supercont2.52,346565,349121,IES-05960-r19,2557
supercont2.52,357857,359348,IES-05961-r14,1492
supercont2.52,364436,365870,IES-05962-r9,1435
supercont2.52,368770,371294,IES-05963-r16,2525
supercont2.52,402606,406084,IES-05964-r15,3479
supercont2.52,414680,416842,IES-05965-r12,2163
supercont2.52,439092,444547,IES-05966-r19,5456
supercont2.52,445519,450321,IES-05967-r11,4803
supercont2.52,463574,470436,IES-05968-r7,6863
supercont2.52,511015,525129,IES-05969-r6,14115
supercont2.52,528406,534199,IES-05970-r6,5794
supercont2.52,535423,541051,IES-05971-r14,5629
supercont2.521,20805,24163,IES-05973-r13,3359
supercont2.521,41581,46308,IES-05974-r3,4728
supercont2.522,19912,21633,IES-05975-r6,1722
supercont2.522,25704,28903,IES-05976-r11,3200
supercont2.522,30265,32058,IES-05977-r7,1794
supercont2.523,33881,45124,IES-05978-r3,11244
supercont2.523,45879,46812,IES-05979-r14,934
supercont2.525,10351,16939,IES-05981-r14,6589
supercont2.525,20236,21861,IES-05982-r10,1626
supercont2.525,25699,40012,IES-05983-r12,14314
supercont2.525,43017,50592,IES-05984-r16,7576
supercont2.527,2316,4525,IES-05985-r16,2210
supercont2.527,5908,14434,IES-05986-r20,8527
supercont2.527,20161,21165,IES-05987-r14,1005
supercont2.527,22570,25325,IES-05988-r22,2756
supercont2.527,34038,36390,IES-05989-r17,2353
supercont2.53,771,20202,IES-05990-r11,19432
supercont2.53,26398,31721,IES-05992-r9,5324
supercont2.53,37400,40539,IES-05993-r7,3140
supercont2.53,54294,56442,IES-05994-r9,2149
supercont2.53,75039,78421,IES-05995-r8,3383
supercont2.53,133714,143904,IES-05996-r6,10191
supercont2.53,151395,160703,IES-05997-r12,9309
supercont2.53,188318,189750,IES-05999-r13,1433
supercont2.53,200741,202626,IES-06000-r17,1886
supercont2.53,209019,211172,IES-06001-r13,2154
supercont2.53,220265,220730,IES-06002-r14,466
supercont2.53,242659,245084,IES-06003-r13,2426
supercont2.53,293934,294425,IES-06004-r13,492
supercont2.53,297316,299036,IES-06005-r12,1721
supercont2.53,355820,357138,IES-06006-r19,1319
supercont2.53,380105,382820,IES-06007-r21,2716
supercont2.53,416813,422762,IES-06008-r24,5950
supercont2.53,491154,492771,IES-06009-r8,1618
supercont2.53,493882,502255,IES-06010-r7,8374
supercont2.53,504195,504786,IES-06011-r15,592
supercont2.53,506624,508967,IES-06012-r15,2344
supercont2.53,532204,533310,IES-06013-r8,1107
supercont2.53,557939,563617,IES-06014-r17,5679
supercont2.53,592599,595687,IES-06015-r3,3089
supercont2.530,16073,17625,IES-06017-r10,1553
supercont2.531,5069,5562,IES-06018-r14,494
supercont2.532,8247,14619,IES-06019-r18,6373
supercont2.532,19779,34640,IES-06020-r9,14862
supercont2.532,35785,43959,IES-06021-r7,8175
supercont2.533,10042,35983,IES-06022-r7,25942
supercont2.534,8305,24487,IES-06023-r8,16183
supercont2.534,30557,33014,IES-06024-r9,2458
supercont2.534,34293,36786,IES-06025-r12,2494
supercont2.535,4316,6812,IES-06026-r13,2497
supercont2.535,41572,42565,IES-06027-r9,994
supercont2.536,1995,4793,IES-06028-r7,2799
supercont2.536,6588,12728,IES-06029-r11,6141
supercont2.536,17659,21334,IES-06030-r8,3676
supercont2.536,27917,33710,IES-06031-r8,5794
supercont2.536,38098,46558,IES-06032-r7,8461
supercont2.537,10684,11895,IES-06034-r3,1212
supercont2.539,16552,18334,IES-06035-r11,1783
supercont2.539,22064,23258,IES-06036-r15,1195
supercont2.539,29499,33199,IES-06037-r9,3701
supercont2.54,8250,23829,IES-06038-r12,15580
supercont2.54,43041,52925,IES-06039-r21,9885
supercont2.54,64050,78724,IES-06040-r12,14675
supercont2.54,87165,97187,IES-06041-r29,10023
supercont2.54,120495,121888,IES-06042-r14,1394
supercont2.54,128621,128856,IES-06043-r13,236
supercont2.54,132360,135253,IES-06044-r14,2894
supercont2.54,146313,148300,IES-06045-r13,1988
supercont2.54,157393,158509,IES-06046-r19,1117
supercont2.54,160434,163332,IES-06047-r15,2899
supercont2.54,165333,170923,IES-06048-r10,5591
supercont2.54,173194,176821,IES-06049-r12,3628
supercont2.54,179170,181505,IES-06050-r10,2336
supercont2.54,183860,190259,IES-06051-r9,6400
supercont2.54,192241,193455,IES-06052-r18,1215
supercont2.54,195114,197135,IES-06053-r13,2022
supercont2.54,200506,201976,IES-06054-r9,1471
supercont2.54,208306,211534,IES-06055-r23,3229
supercont2.54,258646,260915,IES-06056-r12,2270
supercont2.54,263848,264928,IES-06057-r12,1081
supercont2.54,265901,269856,IES-06058-r5,3956
supercont2.54,275013,276465,IES-06059-r16,1453
supercont2.54,277924,280119,IES-06060-r21,2196
supercont2.54,281321,281882,IES-06061-r14,562
supercont2.54,363970,368929,IES-06062-r16,4960
supercont2.54,378527,380357,IES-06063-r13,1831
supercont2.54,413909,415730,IES-06064-r10,1822
supercont2.54,422886,430858,IES-06065-r10,7973
supercont2.54,441856,443930,IES-06066-r9,2075
supercont2.54,492909,497517,IES-06067-r9,4609
supercont2.54,525963,534094,IES-06068-r21,8132
supercont2.54,552475,554065,IES-06069-r19,1591
supercont2.54,556457,559081,IES-06070-r16,2625
supercont2.54,573830,576088,IES-06071-r12,2259
supercont2.54,583462,585174,IES-06072-r7,1713
supercont2.54,588873,590814,IES-06073-r19,1942
supercont2.540,6371,16207,IES-06074-r9,9837
supercont2.541,5453,9944,IES-06075-r16,4492
supercont2.542,5652,8081,IES-06076-r17,2430
supercont2.542,10813,15203,IES-06077-r8,4391
supercont2.542,16316,18476,IES-06078-r8,2161
supercont2.542,21203,28937,IES-06079-r12,7735
supercont2.542,33968,42246,IES-06080-r9,8279
supercont2.544,3786,21744,IES-06081-r8,17959
supercont2.544,23904,27937,IES-06082-r8,4034
supercont2.544,34398,37663,IES-06083-r5,3266
supercont2.545,8432,21461,IES-06084-r10,13030
supercont2.545,23046,25920,IES-06085-r12,2875
supercont2.545,27232,32086,IES-06086-r10,4855
supercont2.545,34090,37594,IES-06087-r6,3505
supercont2.546,23185,28962,IES-06088-r18,5778
supercont2.548,8944,10858,IES-06089-r13,1915
supercont2.548,14552,19777,IES-06090-r7,5226
supercont2.548,22333,24740,IES-06091-r15,2408
supercont2.548,28720,34718,IES-06092-r16,5999
supercont2.549,4807,13605,IES-06093-r12,8799
supercont2.549,15173,17703,IES-06094-r11,2531
supercont2.549,19255,19859,IES-06095-r11,605
supercont2.549,22939,25741,IES-06096-r7,2803
supercont2.55,22730,26361,IES-06097-r10,3632
supercont2.55,38331,42672,IES-06098-r14,4342
supercont2.55,45096,50788,IES-06099-r7,5693
supercont2.55,64708,73575,IES-06100-r8,8868
supercont2.55,80359,86466,IES-06101-r9,6108
supercont2.55,87560,94171,IES-06102-r4,6612
supercont2.55,106566,109325,IES-06103-r7,2760
supercont2.55,115914,119900,IES-06104-r4,3987
supercont2.55,124811,130933,IES-06105-r8,6123
supercont2.55,134185,141062,IES-06106-r12,6878
supercont2.55,153010,162548,IES-06107-r16,9539
supercont2.55,165031,170719,IES-06108-r12,5689
supercont2.55,264715,278010,IES-06109-r13,13296
supercont2.55,297278,303780,IES-06110-r17,6503
supercont2.55,309555,310909,IES-06111-r19,1355
supercont2.55,321061,322893,IES-06112-r10,1833
supercont2.55,326680,331198,IES-06113-r13,4519
supercont2.55,337685,340448,IES-06114-r8,2764
supercont2.55,348026,348375,IES-06115-r17,350
supercont2.55,353272,356080,IES-06116-r18,2809
supercont2.55,408394,412159,IES-06117-r15,3766
supercont2.55,413600,415092,IES-06118-r10,1493
supercont2.55,417847,424705,IES-06119-r20,6859
supercont2.55,428362,431451,IES-06120-r20,3090
supercont2.55,438157,439938,IES-06121-r16,1782
supercont2.55,442555,444943,IES-06122-r15,2389
supercont2.55,448565,450430,IES-06123-r20,1866
supercont2.55,454630,455765,IES-06124-r13,1136
supercont2.55,456990,459629,IES-06125-r24,2640
supercont2.55,462163,465953,IES-06126-r16,3791
supercont2.55,469766,472287,IES-06127-r4,2522
supercont2.55,486646,491344,IES-06128-r17,4699
supercont2.55,493290,497065,IES-06129-r9,3776
supercont2.55,498078,500650,IES-06130-r7,2573
supercont2.55,502345,512441,IES-06131-r9,10097
supercont2.55,519104,522266,IES-06132-r13,3163
supercont2.55,539927,541912,IES-06133-r9,1986
supercont2.55,548671,550990,IES-06134-r18,2320
supercont2.55,575007,577285,IES-06135-r13,2279
supercont2.55,580791,584817,IES-06136-r15,4027
supercont2.550,7453,19100,IES-06137-r8,11648
supercont2.550,29503,30868,IES-06138-r28,1366
supercont2.551,12899,16298,IES-06139-r4,3400
supercont2.552,3540,12128,IES-06140-r13,8589
supercont2.552,34122,37826,IES-06141-r10,3705
supercont2.554,6333,16667,IES-06142-r13,10335
supercont2.554,21221,27272,IES-06143-r10,6052
supercont2.554,29273,31857,IES-06144-r8,2585
supercont2.555,19071,20925,IES-06145-r21,1855
supercont2.555,26385,27404,IES-06146-r9,1020
supercont2.555,29184,31066,IES-06147-r10,1883
supercont2.555,35760,39789,IES-06148-r14,4030
supercont2.556,6410,10879,IES-06149-r6,4470
supercont2.556,15223,19825,IES-06150-r16,4603
supercont2.556,23543,39270,IES-06151-r7,15728
supercont2.557,11327,20802,IES-06152-r11,9476
supercont2.557,23349,31256,IES-06153-r10,7908
supercont2.557,35204,38046,IES-06154-r14,2843
supercont2.558,997,8925,IES-06155-r17,7929
supercont2.558,13728,16539,IES-06156-r14,2812
supercont2.558,28087,31297,IES-06157-r10,3211
supercont2.56,38226,41310,IES-06158-r18,3085
supercont2.56,51527,53899,IES-06159-r13,2373
supercont2.56,97129,99196,IES-06160-r11,2068
supercont2.56,121164,122194,IES-06161-r20,1031
supercont2.56,154331,158702,IES-06162-r13,4372
supercont2.56,161205,163573,IES-06163-r11,2369
supercont2.56,173686,175599,IES-06164-r17,1914
supercont2.56,199110,202596,IES-06165-r11,3487
supercont2.56,210660,214467,IES-06166-r5,3808
supercont2.56,232576,233256,IES-06167-r20,681
supercont2.56,273456,274175,IES-06168-r13,720
supercont2.56,290310,292499,IES-06169-r17,2190
supercont2.56,322554,325803,IES-06170-r20,3250
supercont2.56,352478,353048,IES-06171-r18,571
supercont2.56,367637,369248,IES-06172-r13,1612
supercont2.56,389880,392478,IES-06173-r16,2599
supercont2.56,412608,414176,IES-06175-r6,1569
supercont2.56,419518,420694,IES-06176-r7,1177
supercont2.56,422816,427865,IES-06177-r9,5050
supercont2.56,428738,429534,IES-06178-r7,797
supercont2.56,438068,439131,IES-06179-r11,1064
supercont2.56,452068,452989,IES-06180-r24,922
supercont2.56,456243,459518,IES-06181-r11,3276
supercont2.56,484331,486115,IES-06183-r18,1785
supercont2.56,489682,490595,IES-06184-r13,914
supercont2.56,492344,495037,IES-06185-r10,2694
supercont2.56,500153,514918,IES-06186-r18,14766
supercont2.56,520125,521274,IES-06187-r11,1150
supercont2.56,533720,535964,IES-06188-r10,2245
supercont2.56,541144,545868,IES-06189-r13,4725
supercont2.560,9481,9905,IES-06190-r6,425
supercont2.560,16467,22084,IES-06191-r8,5618
supercont2.560,22839,28888,IES-06192-r6,6050
supercont2.560,30501,35560,IES-06193-r6,5060
supercont2.563,6888,17709,IES-06194-r13,10822
supercont2.563,19691,23438,IES-06195-r12,3748
supercont2.563,26583,33878,IES-06196-r6,7296
supercont2.564,18769,22378,IES-06197-r8,3610
supercont2.565,29082,31795,IES-06198-r5,2714
supercont2.567,24047,33778,IES-06200-r10,9732
supercont2.568,8103,9684,IES-06201-r6,1582
supercont2.568,13131,18339,IES-06202-r19,5209
supercont2.569,5515,11125,IES-06203-r9,5611
supercont2.569,19818,21881,IES-06204-r7,2064
supercont2.569,24221,26973,IES-06205-r13,2753
supercont2.569,29414,30572,IES-06206-r9,1159
supercont2.57,72238,74776,IES-06207-r9,2539
supercont2.57,115873,117031,IES-06208-r16,1159
supercont2.57,164501,167756,IES-06209-r20,3256
supercont2.57,291818,292904,IES-06210-r17,1087
supercont2.57,407996,410530,IES-06211-r13,2535
supercont2.57,519370,520462,IES-06212-r17,1093
supercont2.57,528756,531859,IES-06213-r15,3104
supercont2.57,553571,556130,IES-06214-r12,2560
supercont2.57,559660,560926,IES-06215-r12,1267
supercont2.570,4944,5957,IES-06216-r9,1014
supercont2.570,10865,17229,IES-06217-r17,6365
supercont2.570,19376,22903,IES-06218-r25,3528
supercont2.571,4934,9264,IES-06220-r15,4331
supercont2.571,11714,21906,IES-06221-r17,10193
supercont2.571,25846,33550,IES-06222-r10,7705
supercont2.572,5362,10318,IES-06223-r6,4957
supercont2.572,16644,19738,IES-06224-r8,3095
supercont2.572,29137,30756,IES-06225-r11,1620
supercont2.572,32314,35739,IES-06226-r16,3426
supercont2.573,25765,31187,IES-06227-r18,5423
supercont2.574,13577,27831,IES-06228-r15,14255
supercont2.575,14665,16054,IES-06229-r12,1390
supercont2.575,17449,23099,IES-06230-r12,5651
supercont2.575,24496,26666,IES-06231-r15,2171
supercont2.576,10663,14332,IES-06232-r6,3670
supercont2.576,26704,34337,IES-06233-r8,7634
supercont2.577,21149,23658,IES-06234-r21,2510
supercont2.577,27860,30005,IES-06235-r8,2146
supercont2.577,32042,34814,IES-06236-r9,2773
supercont2.578,7377,16661,IES-06237-r16,9285
supercont2.578,23240,26280,IES-06238-r18,3041
supercont2.579,1614,3389,IES-06239-r7,1776
supercont2.579,9537,13401,IES-06240-r13,3865
supercont2.579,15202,26846,IES-06241-r18,11645
supercont2.58,13354,18607,IES-06242-r8,5254
supercont2.58,21513,26818,IES-06243-r13,5306
supercont2.58,30433,35201,IES-06244-r9,4769
supercont2.58,64199,65062,IES-06245-r20,864
supercont2.58,70366,72988,IES-06246-r8,2623
supercont2.58,92262,93733,IES-06247-r15,1472
supercont2.58,116498,118117,IES-06248-r7,1620
supercont2.58,119806,121915,IES-06249-r7,2110
supercont2.58,135752,137444,IES-06250-r8,1693
supercont2.58,147770,150039,IES-06251-r5,2270
supercont2.58,184458,188002,IES-06254-r14,3545
supercont2.58,196190,197731,IES-06255-r8,1542
supercont2.58,202652,203086,IES-06256-r15,435
supercont2.58,205547,207091,IES-06257-r9,1545
supercont2.58,210630,214666,IES-06258-r8,4037
supercont2.58,271130,273134,IES-06259-r3,2005
supercont2.58,335683,338671,IES-06260-r10,2989
supercont2.58,386631,389864,IES-06261-r6,3234
supercont2.58,393249,403246,IES-06262-r10,9998
supercont2.58,415356,416560,IES-06263-r7,1205
supercont2.58,420193,423410,IES-06264-r16,3218
supercont2.58,426719,429394,IES-06265-r16,2676
supercont2.58,440554,442312,IES-06266-r7,1759
supercont2.58,494713,496859,IES-06267-r10,2147
supercont2.58,511926,513336,IES-06268-r7,1411
supercont2.58,525271,529695,IES-06269-r10,4425
supercont2.58,532481,536431,IES-06270-r8,3951
supercont2.58,542574,547240,IES-06271-r7,4667
supercont2.58,549575,552608,IES-06272-r16,3034
supercont2.58,554320,557654,IES-06273-r10,3335
supercont2.58,559960,562214,IES-06274-r5,2255
supercont2.58,564111,565840,IES-06275-r9,1730
supercont2.581,14944,16441,IES-06277-r10,1498
supercont2.581,23387,30840,IES-06278-r12,7454
supercont2.584,34112,36073,IES-06279-r11,1962
supercont2.585,11951,19426,IES-06280-r6,7476
supercont2.585,22796,33742,IES-06281-r4,10947
supercont2.59,7292,8172,IES-06283-r11,881
supercont2.59,51454,54842,IES-06285-r14,3389
supercont2.59,59475,62282,IES-06286-r10,2808
supercont2.59,73381,74316,IES-06287-r10,936
supercont2.59,75939,78052,IES-06288-r9,2114
supercont2.59,90085,96428,IES-06289-r15,6344
supercont2.59,148427,151172,IES-06290-r11,2746
supercont2.59,164173,166856,IES-06291-r11,2684
supercont2.59,169898,171342,IES-06292-r13,1445
supercont2.59,174017,176226,IES-06293-r13,2210
supercont2.59,178687,180813,IES-06294-r17,2127
supercont2.59,185374,190733,IES-06295-r12,5360
supercont2.59,229536,232638,IES-06296-r10,3103
supercont2.59,238967,241265,IES-06297-r10,2299
supercont2.59,260206,262961,IES-06298-r11,2756
supercont2.59,264219,266535,IES-06299-r21,2317
supercont2.59,276824,280751,IES-06300-r14,3928
supercont2.59,294326,299292,IES-06301-r14,4967
supercont2.59,300114,301205,IES-06302-r11,1092
supercont2.59,328787,330580,IES-06303-r20,1794
supercont2.59,332078,334094,IES-06304-r19,2017
supercont2.59,336627,340433,IES-06305-r13,3807
supercont2.59,343715,345135,IES-06306-r6,1421
supercont2.59,361004,361996,IES-06307-r7,993
supercont2.59,372674,375184,IES-06308-r14,2511
supercont2.59,382316,384200,IES-06309-r17,1885
supercont2.59,406185,407041,IES-06310-r7,857
supercont2.59,409079,411796,IES-06311-r6,2718
supercont2.59,413298,416277,IES-06312-r9,2980
supercont2.59,426699,428993,IES-06313-r16,2295
supercont2.59,431856,433320,IES-06314-r14,1465
supercont2.59,446292,447231,IES-06315-r12,940
supercont2.59,455931,457173,IES-06316-r11,1243
supercont2.59,459869,462449,IES-06317-r16,2581
supercont2.59,478363,479457,IES-06318-r11,1095
supercont2.59,488579,493143,IES-06319-r14,4565
supercont2.59,500432,505448,IES-06320-r7,5017
supercont2.59,529361,530512,IES-06321-r9,1152
